Unnamed: 0,Name,City,Cuisine Style,Ranking,Rating,Price Range,Number of Reviews,Reviews,URL_TA,ID_TA
2088,Gaina Cafe',Milan,"['Italian', 'Bar', 'Pub']",2090.0,4.5,$,74.0,"[['Its closed'], ['03/06/2016']]",/Restaurant_Review-g187849-d5562389-Reviews-Gaina_Cafe-Milan_Lombardy.html,d5562389
7137,Aromas de Istanbul,Barcelona,"['Fast Food', 'Mediterranean', 'Turkish', 'Middle Eastern', 'Halal']",7138.0,3.0,$,258.0,"[['Food okay service ...less so', 'Unimpressed'], ['11/09/2017', '10/19/2017']]",/Restaurant_Review-g187497-d7700157-Reviews-Aromas_de_Istanbul-Barcelona_Catalonia.html,d7700157
4887,Pastis Centre Francais,Berlin,['French'],4889.0,3.5,,10.0,"[['Nice cafe'], ['11/29/2017']]",/Restaurant_Review-g187323-d10193672-Reviews-Pastis_Centre_Francais-Berlin.html,d10193672
172,Ristorante dei Musei,Rome,"['Italian', 'Pizza', 'Mediterranean', 'International', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",173.0,4.5,$,1311.0,"[['brilliant - and right next door to one of...', 'Wonderful place!'], ['01/07/2018', '01/05/2018']]",/Restaurant_Review-g187791-d3254498-Reviews-Ristorante_dei_Musei-Rome_Lazio.html,d3254498
529,Ganz,Madrid,"['Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Gluten Free Options']",530.0,4.5,$$ - $$$,299.0,"[['Highly recommended', 'Fantastic'], ['12/30/2017', '10/10/2017']]",/Restaurant_Review-g187514-d4358449-Reviews-Ganz-Madrid.html,d4358449
2882,Chouperia Lisboa,Lisbon,['Mediterranean'],2885.0,4.0,,,"[[], []]",/Restaurant_Review-g189158-d4132766-Reviews-Chouperia_Lisboa-Lisbon_Lisbon_District_Central_Portugal.html,d4132766
8534,Khan's,London,"['Indian', 'Asian', 'Balti', 'Pakistani', 'Vegetarian Friendly', 'Vegan Options', 'Halal']",8543.0,3.5,$$ - $$$,544.0,"[[""They get a bad rap, but actually it's chea..."", 'Good value for money'], ['12/31/2017', '12/23/2017']]",/Restaurant_Review-g186338-d719607-Reviews-Khan_s-London_England.html,d719607
4649,Kulixka La Casa de las Angulas,Madrid,"['Spanish', 'Seafood']",4652.0,4.0,,24.0,"[[], []]",/Restaurant_Review-g187514-d991845-Reviews-Kulixka_La_Casa_de_las_Angulas-Madrid.html,d991845
4660,Bar Restaurante Alcudia,Barcelona,['Spanish'],4661.0,4.5,$$ - $$$,6.0,"[[], []]",/Restaurant_Review-g187497-d8732937-Reviews-Bar_Restaurante_Alcudia-Barcelona_Catalonia.html,d8732937
6285,Sushibo,Barcelona,"['Japanese', 'Sushi', 'Fusion']",6286.0,3.5,$$ - $$$,49.0,"[['Friendly and delicious', 'Great food'], ['08/15/2015', '11/24/2014']]",/Restaurant_Review-g187497-d2362745-Reviews-Sushibo-Barcelona_Catalonia.html,d2362745
11987,La Brasserie du Pere Lachaisse,Paris,['French'],11989.0,3.0,$$ - $$$,9.0,"[['Convenient lunch after touring Pere LaChai...', 'Handy to metro and cemetery'], ['11/10/2016', '10/30/2014']]",/Restaurant_Review-g187147-d7255767-Reviews-La_Brasserie_du_Pere_Lachaisse-Paris_Ile_de_France.html,d7255767
2629,Le Grand Bi,Brussels,"['European', 'Central European']",2630.0,3.0,$$ - $$$,3.0,"[['Evening Meal in Brussels', 'Not bad for the price.'], ['04/14/2017', '10/20/2017']]",/Restaurant_Review-g188644-d12329044-Reviews-Le_Grand_Bi-Brussels.html,d12329044
397,Pancho Villa's,Edinburgh,"['Mexican', 'Central American', 'Vegetarian Friendly', 'Gluten Free Options']",398.0,4.0,$$ - $$$,490.0,"[['Nice, authentic Mexican food', 'Extremely pleasant surprise'], ['01/01/2018', '12/07/2017']]",/Restaurant_Review-g186525-d945073-Reviews-Pancho_Villa_s-Edinburgh_Scotland.html,d945073
676,Barriguita,Barcelona,"['Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options']",677.0,4.5,$$ - $$$,117.0,"[['Best Paella', 'Lovey Place'], ['11/28/2017', '10/13/2017']]",/Restaurant_Review-g187497-d8554260-Reviews-Barriguita-Barcelona_Catalonia.html,d8554260
1910,Alter Wirt,Munich,"['German', 'International']",1926.0,3.5,$$ - $$$,91.0,"[['A lovely breakfast', 'Value Plus'], ['01/07/2018', '10/13/2017']]",/Restaurant_Review-g187309-d982594-Reviews-Alter_Wirt-Munich_Upper_Bavaria_Bavaria.html,d982594
4507,Restaurante El Pais de Las Maravillas,Madrid,,4509.0,4.5,,3.0,"[[], []]",/Restaurant_Review-g187514-d5865416-Reviews-Restaurante_El_Pais_de_Las_Maravillas-Madrid.html,d5865416
2736,UDON Chueca,Madrid,"['Japanese', 'Sushi', 'Asian', 'Fusion', 'Vegetarian Friendly']",2738.0,3.5,$$ - $$$,303.0,"[['Definitely for a quick noodle meal', 'Good stop for a quick lunch'], ['07/19/2017', '05/09/2017']]",/Restaurant_Review-g187514-d1819790-Reviews-UDON_Chueca-Madrid.html,d1819790
2245,New Way Coffee,Brussels,,2211.0,4.0,,,"[['A really unexpected surprise'], ['01/20/2018']]",/Restaurant_Review-g188644-d12255465-Reviews-New_Way_Coffee-Brussels.html,d12255465
1756,Cafe L'isola,Stockholm,,1759.0,4.0,,,"[[], []]",/Restaurant_Review-g189852-d7258794-Reviews-Cafe_L_isola-Stockholm.html,d7258794
4770,Steakhaus Barbecue,Berlin,"['Asian', 'Korean']",4772.0,4.0,$,4.0,"[[], []]",/Restaurant_Review-g187323-d10156510-Reviews-Steakhaus_Barbecue-Berlin.html,d10156510
1166,PodWieczorki PoRanki - Breakfast & Brunch Restaurant,Warsaw,,1168.0,4.5,,4.0,"[['Snazzy place with craft beer', 'Quirky and playful owners make this place!'], ['12/02/2017', '09/15/2015']]",/Restaurant_Review-g274856-d8632697-Reviews-PodWieczorki_PoRanki_Breakfast_Brunch_Restaurant-Warsaw_Mazovia_Province_Central_.html,d8632697
902,Taste of Punjab,Lisbon,"['Indian', 'Pakistani', 'Vegetarian Friendly', 'Halal', 'Vegan Options']",903.0,4.5,$,87.0,"[['Seriously good food!!', 'Amazing food and service'], ['11/18/2017', '10/11/2017']]",/Restaurant_Review-g189158-d1924323-Reviews-Taste_of_Punjab-Lisbon_Lisbon_District_Central_Portugal.html,d1924323
13108,Le Terrasse de Pomone,Paris,"['French', 'Cafe']",13110.0,3.0,$$ - $$$,93.0,"[['Great garden location, but you can do bett...', 'Very expensive soft drinks and slow servic...'], ['09/04/2017', '08/16/2017']]",/Restaurant_Review-g187147-d6637453-Reviews-Le_Terrasse_de_Pomone-Paris_Ile_de_France.html,d6637453
3378,Galeria Gemelli,Lisbon,['European'],3382.0,3.0,$$$$,31.0,"[['Por food', 'Probably best italian in city! Pricy!'], ['12/07/2012', '11/10/2012']]",/Restaurant_Review-g189158-d1147912-Reviews-Galeria_Gemelli-Lisbon_Lisbon_District_Central_Portugal.html,d1147912
777,Cima Curry,Zurich,"['Indian', 'Asian', 'Sri Lankan']",781.0,4.5,$,10.0,"[['Cheap (ish) and cheerful', 'A good curry in Zürich'], ['10/29/2017', '01/23/2017']]",/Restaurant_Review-g188113-d10087526-Reviews-Cima_Curry-Zurich.html,d10087526
3190,Hamburgaria Da Linha,Lisbon,['Fast Food'],3194.0,3.5,,4.0,"[['Quick bite', 'An original way to eat hamburgers'], ['01/03/2016', '08/30/2015']]",/Restaurant_Review-g189158-d8526035-Reviews-Hamburgaria_Da_Linha-Lisbon_Lisbon_District_Central_Portugal.html,d8526035
117,Steak House,Bratislava,"['Steakhouse', 'European', 'Central European']",118.0,4.5,$$ - $$$,41.0,"[['Empty restaurant with quality food', 'Excellent Meat'], ['11/06/2017', '10/01/2017']]",/Restaurant_Review-g274924-d740056-Reviews-Steak_House-Bratislava_Bratislava_Region.html,d740056
2275,La Gondola,Munich,"['Italian', 'Pizza', 'International', 'Middle Eastern']",2291.0,3.5,,4.0,"[[], []]",/Restaurant_Review-g187309-d5521972-Reviews-La_Gondola-Munich_Upper_Bavaria_Bavaria.html,d5521972
18182,Bonjour Brioche Wimbledon,London,['French'],,,$,,,/Restaurant_Review-g186338-d13297771-Reviews-Bonjour_Brioche_Wimbledon-London_England.html,d13297771
3115,Food Sense,Brussels,,,,,,,/Restaurant_Review-g188644-d12845098-Reviews-Food_Sense-Brussels.html,d12845098
2228,Kappchen Kuchen,Hamburg,,2232.0,3.5,,3.0,"[[], []]",/Restaurant_Review-g187331-d4611261-Reviews-Kappchen_Kuchen-Hamburg.html,d4611261
14111,China Kitchen,London,['Chinese'],14121.0,3.5,,3.0,"[['Good tasty chinese food', 'Horrendous Food'], ['02/11/2016', '08/23/2015']]",/Restaurant_Review-g186338-d5220283-Reviews-China_Kitchen-London_England.html,d5220283
2070,Restaurant euroShell,Hamburg,"['Italian', 'Pizza']",2074.0,4.0,,2.0,"[[], []]",/Restaurant_Review-g187331-d11892831-Reviews-Restaurant_euroShell-Hamburg.html,d11892831
5671,Catford Bridge Tavern,London,"['Bar', 'British', 'Pub', 'International', 'Vegetarian Friendly']",5680.0,4.5,$$ - $$$,54.0,"[['Great Christmas Meal', 'Great / good honest pub'], ['12/13/2017', '11/30/2017']]",/Restaurant_Review-g186338-d3541570-Reviews-Catford_Bridge_Tavern-London_England.html,d3541570
1831,Sombrero,Edinburgh,,,,,,,/Restaurant_Review-g186525-d10153921-Reviews-Sombrero-Edinburgh_Scotland.html,d10153921
389,Speisehaus,Berlin,"['German', 'European', 'Central European', 'Vegetarian Friendly']",390.0,4.5,$$ - $$$,215.0,"[['Simple, unpretentious, delicious!', 'Finally awesome German food! Tipical'], ['12/18/2017', '12/02/2017']]",/Restaurant_Review-g187323-d2516354-Reviews-Speisehaus-Berlin.html,d2516354
2893,Fogata,Amsterdam,"['Dutch', 'European']",2900.0,3.0,,49.0,"[['good food', 'Horrible'], ['07/08/2017', '07/06/2015']]",/Restaurant_Review-g188590-d2236742-Reviews-Fogata-Amsterdam_North_Holland_Province.html,d2236742
3782,ChrisKitch,London,"['Cafe', 'Delicatessen', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",3789.0,4.0,$$ - $$$,126.0,"[['Hidden little gem', 'Home cooking'], ['12/03/2017', '11/02/2017']]",/Restaurant_Review-g186338-d4594041-Reviews-ChrisKitch-London_England.html,d4594041
108,Gostilna in pizzerija Jurman,Ljubljana,"['Seafood', 'European', 'Slovenian', 'Central European', 'Pizza', 'Gluten Free Options']",109.0,4.0,$$ - $$$,95.0,"[['The best value for money', 'Good food cheaper than city center'], ['11/07/2017', '08/03/2017']]",/Restaurant_Review-g274873-d1113951-Reviews-Gostilna_in_pizzerija_Jurman-Ljubljana_Upper_Carniola_Region.html,d1113951
13965,Asda,London,,13975.0,3.5,,3.0,"[['Very basic. Poor compared to other local e...'], ['10/31/2017']]",/Restaurant_Review-g186338-d10299791-Reviews-Asda-London_England.html,d10299791
718,Bread and Table,Stockholm,"['International', 'European', 'Contemporary', 'Swedish', 'Scandinavian']",719.0,4.0,$$ - $$$,18.0,"[['Best cafe in central Stockholm', 'Tasteful coffee'], ['09/20/2017', '03/27/2017']]",/Restaurant_Review-g189852-d10592446-Reviews-Bread_and_Table-Stockholm.html,d10592446
13975,The Runner Bar and Green's Restaurant,London,['British'],13985.0,3.5,$$$$,15.0,"[[""Don't go there because..."", 'Good experience'], ['07/15/2013', '06/25/2013']]",/Restaurant_Review-g186338-d1568698-Reviews-The_Runner_Bar_and_Green_s_Restaurant-London_England.html,d1568698
5156,Prima C,Milan,"['Italian', 'American', 'Nepali', 'Thai', 'Tibetan', 'Vegetarian Friendly', 'Vegan Options']",5159.0,3.5,$$ - $$$,5.0,"[[], []]",/Restaurant_Review-g187849-d8339945-Reviews-Prima_C-Milan_Lombardy.html,d8339945
3893,Os Loucos,Lisbon,,,,,,,/Restaurant_Review-g189158-d12251837-Reviews-Os_Loucos-Lisbon_Lisbon_District_Central_Portugal.html,d12251837
5084,Juicy Lucy Burger,Berlin,,5086.0,4.0,,,"[[], []]",/Restaurant_Review-g187323-d7375787-Reviews-Juicy_Lucy_Burger-Berlin.html,d7375787
1362,L'Office,Paris,"['French', 'European', 'Vegetarian Friendly']",1363.0,4.0,$$ - $$$,270.0,"[['Second time and even better', 'Good food in the 9th'], ['09/06/2017', '01/29/2017']]",/Restaurant_Review-g187147-d1035532-Reviews-L_Office-Paris_Ile_de_France.html,d1035532
431,Cafe de Paris,Prague,"['French', 'European', 'Central European', 'Vegetarian Friendly', 'Gluten Free Options']",432.0,4.5,$$ - $$$,502.0,"[['Tres Bien!!', 'Excellent food but cash only'], ['01/03/2018', '01/01/2018']]",/Restaurant_Review-g274707-d1099743-Reviews-Cafe_de_Paris-Prague_Bohemia.html,d1099743
14478,Bagels Night,Paris,['American'],,,,,,/Restaurant_Review-g187147-d6416987-Reviews-Bagels_Night-Paris_Ile_de_France.html,d6416987
1446,La Vermuterie,Barcelona,"['Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",1447.0,4.0,$$ - $$$,121.0,"[['Worth visiting', 'classy place!!!'], ['08/05/2017', '02/06/2017']]",/Restaurant_Review-g187497-d10714191-Reviews-La_Vermuterie-Barcelona_Catalonia.html,d10714191
9949,Boulangerie Patisserie Foulon,Paris,,9951.0,4.0,,6.0,"[[], []]",/Restaurant_Review-g187147-d11208508-Reviews-Boulangerie_Patisserie_Foulon-Paris_Ile_de_France.html,d11208508
296,Restaurant Adlisberg,Zurich,"['Swiss', 'European', 'Central European', 'Vegetarian Friendly', 'Gluten Free Options']",298.0,4.0,$$ - $$$,211.0,"[['Gem in the Dolder Forest', 'Chalet-style dining just outside the city'], ['01/07/2018', '11/01/2017']]",/Restaurant_Review-g188113-d2013488-Reviews-Restaurant_Adlisberg-Zurich.html,d2013488
5324,La Peseta de Dona Casilda,Madrid,,5327.0,3.5,,49.0,"[['A cozy, elegant place with nice atmosphere', 'Quiet place for coffee'], ['05/02/2017', '06/04/2016']]",/Restaurant_Review-g187514-d7678130-Reviews-La_Peseta_de_Dona_Casilda-Madrid.html,d7678130
1307,Kantine M101,Vienna,"['Austrian', 'European']",1308.0,4.0,$$ - $$$,19.0,"[['Authentic, quiet and simple', 'Simple, central, quiet, tasty...'], ['10/07/2016', '10/01/2016']]",/Restaurant_Review-g190454-d3692619-Reviews-Kantine_M101-Vienna.html,d3692619
1249,Prazska kavarna,Prague,"['European', 'Czech']",1250.0,5.0,$,8.0,"[['Fantastic!', 'Breakfast'], ['10/21/2017', '06/07/2017']]",/Restaurant_Review-g274707-d12073366-Reviews-Prazska_kavarna-Prague_Bohemia.html,d12073366
6356,Manchis bar restaurante,Barcelona,"['Bar', 'Pizza', 'Spanish', 'Turkish', 'Pub']",6357.0,5.0,$$$$,5.0,"[['Great middle eastern food', 'Nice'], ['09/21/2016', '08/28/2016']]",/Restaurant_Review-g187497-d10664978-Reviews-Manchis_bar_restaurante-Barcelona_Catalonia.html,d10664978
347,Izakaya Sampei,Milan,"['Japanese', 'Seafood', 'Sushi', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",348.0,4.0,$$ - $$$,419.0,"[['Friendly and very polite, good jap place', 'Zen in Milan'], ['01/03/2018', '11/07/2017']]",/Restaurant_Review-g187849-d6889946-Reviews-Izakaya_Sampei-Milan_Lombardy.html,d6889946
1464,cafe Emil,Copenhagen,['Cafe'],1467.0,3.5,$$ - $$$,28.0,"[['Loved their strawberry lemonade', 'Good food but slow service'], ['07/19/2017', '03/13/2017']]",/Restaurant_Review-g189541-d1061199-Reviews-Cafe_Emil-Copenhagen_Zealand.html,d1061199
3188,QW Sportsbar,Madrid,"['Brew Pub', 'Pub']",3190.0,5.0,$,6.0,"[[], []]",/Restaurant_Review-g187514-d11894543-Reviews-QW_Sportsbar-Madrid.html,d11894543
1847,Ya-Man,Berlin,"['Caribbean', 'Jamaican', 'Vegetarian Friendly']",1849.0,4.0,$$ - $$$,33.0,"[['Small piece of Jamaica in Berlin', 'Great culinary escape to the Caribbeans'], ['04/14/2017', '12/09/2017']]",/Restaurant_Review-g187323-d1774936-Reviews-Ya_Man-Berlin.html,d1774936
3483,Taqueria Patron,Lisbon,,3487.0,4.0,,12.0,"[[""Wasn't Excellent But Good"", 'The only place with the best and most aut...'], ['12/13/2017', '10/23/2017']]",/Restaurant_Review-g189158-d12671927-Reviews-Taqueria_Patron-Lisbon_Lisbon_District_Central_Portugal.html,d12671927
16116,Royal Star Cafe,London,,16128.0,2.5,,5.0,"[['Terrible!', 'Gone downhill'], ['03/19/2017', '07/15/2016']]",/Restaurant_Review-g186338-d5617516-Reviews-Royal_Star_Cafe-London_England.html,d5617516
3774,Zum Umsteiger,Berlin,,3776.0,4.5,,8.0,"[['Nice wee bar', 'Cozy'], ['10/25/2016', '10/01/2016']]",/Restaurant_Review-g187323-d7148300-Reviews-Zum_Umsteiger-Berlin.html,d7148300
6186,Sabor.es,Barcelona,"['Mediterranean', 'European', 'Spanish']",6187.0,3.5,$$ - $$$,50.0,"[['Decent food, pleasant staff', 'De-li-cious!'], ['10/11/2016', '09/20/2016']]",/Restaurant_Review-g187497-d2032681-Reviews-Sabor_es-Barcelona_Catalonia.html,d2032681
728,Chez Gladines,Paris,"['French', 'Vegetarian Friendly']",729.0,4.0,$,784.0,"[['Why we return again and again . . .', 'Good hearty food!'], ['09/20/2017', '08/30/2017']]",/Restaurant_Review-g187147-d5883980-Reviews-Chez_Gladines-Paris_Ile_de_France.html,d5883980
2503,Rembrandt Cafe,Barcelona,"['Dutch', 'Bar', 'Pub', 'European', 'Gluten Free Options']",2504.0,4.0,$$ - $$$,124.0,"[['truly the best nachos in Barcelona!', 'The perfect place to grab lunch when out...'], ['07/30/2017', '12/31/2017']]",/Restaurant_Review-g187497-d2328648-Reviews-Rembrandt_Cafe-Barcelona_Catalonia.html,d2328648
124,Bazar Kocha,Warsaw,"['Polish', 'European', 'Central European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",125.0,4.5,$$ - $$$,137.0,"[[""always when I'm in Warsaw"", 'Super Breakfast - Super Śniadanko'], ['11/08/2017', '10/26/2017']]",/Restaurant_Review-g274856-d7614721-Reviews-Bazar_Kocha-Warsaw_Mazovia_Province_Central_Poland.html,d7614721
14541,Dalchini,London,"['Indian', 'Asian', 'Middle Eastern', 'Pakistani', 'Bangladeshi']",14552.0,3.0,$$ - $$$,2.0,"[['Wonderful friendly reception with good foo...', 'jonathan'], ['01/07/2018', '11/20/2017']]",/Restaurant_Review-g186338-d13085903-Reviews-Dalchini-London_England.html,d13085903
2229,Hans im Glueck,Hamburg,['American'],2233.0,3.5,$$ - $$$,6.0,"[['lovely restaurant', 'Disappointing experience'], ['12/28/2017', '12/15/2017']]",/Restaurant_Review-g187331-d13202344-Reviews-Hans_im_Glueck-Hamburg.html,d13202344
4068,Daguerre Maree,Paris,['Seafood'],4069.0,4.0,$$ - $$$,40.0,"[['Splendid food, beautiful people', 'DIY seafood platter'], ['06/10/2017', '03/17/2017']]",/Restaurant_Review-g187147-d8279232-Reviews-Daguerre_Maree-Paris_Ile_de_France.html,d8279232
11153,Nooi,Paris,,11155.0,3.5,,6.0,"[[], []]",/Restaurant_Review-g187147-d7998320-Reviews-Nooi-Paris_Ile_de_France.html,d7998320
240,Doshilack,Lyon,"['Asian', 'Korean', 'Vegetarian Friendly']",241.0,4.5,$$ - $$$,96.0,"[['Sooo good!', 'The place to be!'], ['11/11/2017', '04/29/2016']]",/Restaurant_Review-g187265-d1330936-Reviews-Doshilack-Lyon_Rhone_Auvergne_Rhone_Alpes.html,d1330936
8179,Restaurante Wenzhou,Barcelona,"['Chinese', 'Spanish']",,,,,,/Restaurant_Review-g187497-d12028165-Reviews-Restaurante_Wenzhou-Barcelona_Catalonia.html,d12028165
4769,Loulou's,London,"['Italian', 'British']",4777.0,4.5,$$$$,42.0,"[['Simply the best private club in town.', 'THE Club in London'], ['12/06/2017', '11/30/2017']]",/Restaurant_Review-g186338-d4283794-Reviews-Loulou_s-London_England.html,d4283794
11351,Maison Eudes,Paris,"['French', 'European']",11353.0,4.0,$$ - $$$,4.0,"[[], []]",/Restaurant_Review-g187147-d11742307-Reviews-Maison_Eudes-Paris_Ile_de_France.html,d11742307
675,Okra Green,Dublin,"['Indian', 'Pakistani', 'Vegetarian Friendly', 'Vegan Options']",676.0,4.5,$$ - $$$,41.0,"[['Dinner over Christmas', 'Fantastic pakistani/Indian cuisine.'], ['01/05/2018', '10/30/2017']]",/Restaurant_Review-g186605-d4597109-Reviews-Okra_Green-Dublin_County_Dublin.html,d4597109
4415,Cafeteria Onis,Madrid,"['Mediterranean', 'Spanish']",4417.0,4.0,$,31.0,"[['Spanish breakfast', 'Great coffee'], ['07/12/2017', '01/21/2017']]",/Restaurant_Review-g187514-d2302583-Reviews-Cafeteria_Onis-Madrid.html,d2302583
1751,MIXTO bcn,Barcelona,"['Cafe', 'European', 'Mediterranean']",1752.0,5.0,$,29.0,"[['Great cafe near Passeig de Gracia', 'Cocktails and coffee'], ['11/04/2017', '04/06/2017']]",/Restaurant_Review-g187497-d10223089-Reviews-MIXTO_bcn-Barcelona_Catalonia.html,d10223089
2413,Fika,Stockholm,,2417.0,2.0,,,"[[], []]",/Restaurant_Review-g189852-d11997812-Reviews-Fika-Stockholm.html,d11997812
16821,Angel Restaurant,London,,,,,,,/Restaurant_Review-g186338-d4924897-Reviews-Angel_Restaurant-London_England.html,d4924897
1678,To Kafenedaki tou Kipou,Athens,,1680.0,3.0,,,"[[], []]",/Restaurant_Review-g189400-d12883544-Reviews-To_Kafenedaki_tou_Kipou-Athens_Attica.html,d12883544
6708,Red Pizza Sant Marti,Barcelona,,6709.0,3.0,,2.0,"[[], []]",/Restaurant_Review-g187497-d12451583-Reviews-Red_Pizza_Sant_Marti-Barcelona_Catalonia.html,d12451583
15198,Presidential Suya,London,['African'],15210.0,3.0,$$ - $$$,9.0,"[['Neglected, but food is good', 'Unexpectedly interesting'], ['06/13/2017', '12/16/2015']]",/Restaurant_Review-g186338-d2214191-Reviews-Presidential_Suya-London_England.html,d2214191
11768,Mammas Pizza,London,,11778.0,4.5,,4.0,"[['Good cheap pizza', 'Gluten free pizza heaven!!'], ['01/04/2017', '10/04/2016']]",/Restaurant_Review-g186338-d5778727-Reviews-Mammas_Pizza-London_England.html,d5778727
1607,Lyle's,London,"['European', 'British', 'Vegetarian Friendly', 'Gluten Free Options']",1610.0,4.0,$$ - $$$,294.0,"[['Excellent, just ask a waiter', 'Lovely food, just not sure its as good as...'], ['11/25/2017', '11/19/2017']]",/Restaurant_Review-g186338-d6637143-Reviews-Lyle_s-London_England.html,d6637143
2340,E-Four Indian Fusion,London,"['Indian', 'Asian', 'Balti', 'Vegetarian Friendly', 'Vegan Options']",2345.0,5.0,$$ - $$$,100.0,"[['Amazing as always', 'A Great Indian Restaurant'], ['12/04/2017', '10/24/2017']]",/Restaurant_Review-g186338-d2625702-Reviews-E_Four_Indian_Fusion-London_England.html,d2625702
5516,Aromes Cafe Lounge,Barcelona,,5517.0,4.0,,6.0,"[['No impresionante'], ['06/24/2017']]",/Restaurant_Review-g187497-d11666692-Reviews-Aromes_Cafe_Lounge-Barcelona_Catalonia.html,d11666692
4450,La Trattoria Di Aluche,Madrid,['Italian'],4452.0,3.5,$$ - $$$,83.0,"[['Wide range of Italian food', 'great food'], ['02/14/2016', '09/13/2015']]",/Restaurant_Review-g187514-d5786065-Reviews-La_Trattoria_Di_Aluche-Madrid.html,d5786065
540,Charles Bridge Restaurant,Prague,"['European', 'Czech', 'Central European', 'Vegetarian Friendly']",541.0,4.0,$$ - $$$,167.0,"[['Good food with unique view of the Charles...', 'Good restaurant on the ""old town"" side of...'], ['11/26/2017', '10/08/2017']]",/Restaurant_Review-g274707-d8498370-Reviews-Charles_Bridge_Restaurant-Prague_Bohemia.html,d8498370
9338,Royal Villiers,Paris,['French'],9340.0,3.5,$$ - $$$,46.0,"[['Out of date', 'only the prices are royal'], ['11/02/2015', '01/13/2015']]",/Restaurant_Review-g187147-d3701864-Reviews-Royal_Villiers-Paris_Ile_de_France.html,d3701864
6082,Martinez Bar,Madrid,"['Pub', 'Brew Pub', 'Cafe']",6085.0,3.5,$$ - $$$,46.0,"[['Fantastic coffee', 'Just a lovely bar'], ['12/03/2016', '11/08/2016']]",/Restaurant_Review-g187514-d4128328-Reviews-Martinez_Bar-Madrid.html,d4128328
16630,Gourmet Caribbean,London,['Caribbean'],,,,,,/Restaurant_Review-g186338-d3267967-Reviews-Gourmet_Caribbean-London_England.html,d3267967
1061,Galgeberg Cafe,Oslo,"['Japanese', 'Sushi']",1063.0,3.0,,5.0,"[['Cheap beer', 'Nice Asian Cuisine take away'], ['04/26/2017', '10/09/2014']]",/Restaurant_Review-g190479-d4089289-Reviews-Galgeberg_Cafe-Oslo_Eastern_Norway.html,d4089289
1134,To Spitiko,Athens,,1136.0,4.5,,9.0,"[['Tasty since my childhood'], ['10/18/2016']]",/Restaurant_Review-g189400-d8435386-Reviews-To_Spitiko-Athens_Attica.html,d8435386
1753,Taberna Ilustrada El Capricho,Madrid,"['Mediterranean', 'European', 'Spanish']",1755.0,4.0,$$ - $$$,96.0,"[['A Comfortable Neighbourhood Restaurant Wit...', 'Lots of local competition keeps them on th...'], ['08/15/2017', '07/05/2017']]",/Restaurant_Review-g187514-d4783269-Reviews-Taberna_Ilustrada_El_Capricho-Madrid.html,d4783269
2958,Sapori del Sud,Berlin,,2960.0,5.0,,12.0,"[['home-style Italian food - tasty! One of th...', 'GREAT ITALIAN FOOD!'], ['07/29/2016', '04/20/2016']]",/Restaurant_Review-g187323-d5551817-Reviews-Sapori_del_Sud-Berlin.html,d5551817
7077,Casa Bambu,Madrid,['Chinese'],7081.0,3.5,,3.0,"[[], []]",/Restaurant_Review-g187514-d991645-Reviews-Casa_Bambu-Madrid.html,d991645
4,Smorgastarteriet,Stockholm,"['European', 'Contemporary', 'Swedish', 'Scandinavian', 'Vegetarian Friendly', 'Gluten Free Options']",5.0,4.5,$$$$,543.0,"[['Brilliant', 'Exellent !'], ['12/21/2017', '12/18/2017']]",/Restaurant_Review-g189852-d3608386-Reviews-Smorgastarteriet-Stockholm.html,d3608386
70,Transit Restaurant,Berlin,"['Chinese', 'Asian', 'Thai', 'Vietnamese', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",71.0,4.5,$,1044.0,"[['For The Asian Food', 'Authentic flavourful Asian tapas'], ['01/08/2018', '12/24/2017']]",/Restaurant_Review-g187323-d1716281-Reviews-Transit_Restaurant-Berlin.html,d1716281
413,Cafe Thijssen,Amsterdam,"['Dutch', 'Bar', 'Cafe', 'European', 'Vegetarian Friendly', 'Vegan Options']",414.0,4.0,$,230.0,"[['Good sandwiches, good service', 'Breakfast in the Jordaan'], ['12/25/2017', '10/21/2017']]",/Restaurant_Review-g188590-d696891-Reviews-Cafe_Thijssen-Amsterdam_North_Holland_Province.html,d696891
1270,To Pithari,Athens,"['Mediterranean', 'Greek']",1272.0,3.5,$,26.0,"[['Greek Souvlaki', ""Great gyros, best price/quality you'll fin...""], ['11/20/2017', '04/18/2017']]",/Restaurant_Review-g189400-d8395151-Reviews-To_Pithari-Athens_Attica.html,d8395151
413,The Food Temple,Lisbon,"['European', 'International', 'Fusion', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",414.0,4.5,$$ - $$$,322.0,"[['really nice and food has a very refreshing...', 'AWESOME VEGAN FOOD!'], ['02/20/2018', '01/31/2018']]",/Restaurant_Review-g189158-d3293815-Reviews-The_Food_Temple-Lisbon_Lisbon_District_Central_Portugal.html,d3293815
